CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CRB_WGT	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	C_RATING	C_UPDATE	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
057905174	0	0	0	1	1	0	 	ROBERT E LEE EL	 	N	N	N	N	N	N	N	N	N	N	N	75	55	389	Y	293	52	33	1200	Y	619	38	28	1400	Y	534	32	.	12	.	Y	.	32.3	DALLAS	057	30	11.4	264	363	286	78.8	95	26.2	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905175	0	0	0	0	0	0	 	UMPHREY LEE ELEMENTARY SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	29	55	592	N	172	20	33	1600	N	325	20	28	1400	N	274	7	.	12	.	N	.	7.3	DALLAS	057	191	34.2	558	645	620	96.1	172	26.7	I	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905176	0	0	0	0	0	0	 	JACK LOWE SR EL	 	N	N	N	N	N	N	N	N	N	N	N	49	55	711	N	349	39	33	1200	Y	472	25	28	800	N	197	15	.	12	.	Y	.	14.5	DALLAS	057	115	19.8	581	647	598	92.4	543	83.9	I	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905177	0	0	0	0	1	0	 	WILLIAM LIPSCOMB EL	 	N	N	N	N	N	N	N	N	N	N	N	67	55	572	Y	381	37	33	1200	Y	449	37	28	800	Y	294	26	.	12	.	Y	.	26	DALLAS	057	90	20.4	441	527	458	86.9	276	52.4	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905178	0	1	0	1	0	0	 	H I HOLLAND EL AT LISBON	 	N	N	N	N	N	N	N	N	N	N	N	69	55	253	Y	174	56	33	1200	Y	668	36	28	1200	Y	436	19	.	12	.	Y	.	19	DALLAS	057	70	25.4	276	314	309	98.4	107	34.1	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905180	1	0	0	0	0	0	 	B H MACON EL	 	N	N	N	N	N	N	N	N	N	N	N	78	55	504	Y	391	43	33	1200	Y	517	45	28	800	Y	356	27	.	12	.	Y	.	27	DALLAS	057	59	13.5	437	547	530	96.9	328	60	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905181	0	0	0	0	0	0	 	MAPLE LAWN EL	 	N	N	N	N	N	N	N	N	N	N	N	71	55	574	Y	406	45	33	1200	Y	545	41	28	800	Y	327	26	.	12	.	Y	.	26	DALLAS	057	66	14.4	457	602	582	96.7	444	73.8	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905182	0	1	0	1	0	0	 	HERBERT MARCUS EL	 	N	N	N	N	N	N	N	N	N	N	N	73	55	922	Y	669	51	33	1200	Y	614	41	28	800	Y	331	30	.	12	.	Y	.	29.5	DALLAS	057	95	12.6	753	972	938	96.5	784	80.7	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905183	0	0	0	0	0	0	 	THOMAS L MARSALIS EL	 	N	N	N	N	N	N	N	N	N	N	N	56	55	669	Y	377	45	33	1200	Y	544	29	28	800	Y	233	21	.	12	.	Y	.	21.3	DALLAS	057	126	27	466	540	512	94.8	71	13.1	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905184	1	1	0	1	1	0	 	BEN MILAM EL	 	N	N	N	N	N	N	N	N	N	N	N	79	55	263	Y	207	53	33	1200	Y	638	45	28	800	Y	358	32	.	12	.	Y	.	31.5	DALLAS	057	25	11.7	213	267	252	94.4	133	49.8	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905185	0	0	0	0	0	0	 	WILLIAM B MILLER ELEMENTARY SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	63	55	433	Y	271	40	33	1600	Y	646	34	28	1400	Y	477	12	.	12	.	Y	.	12.3	DALLAS	057	77	22.4	344	394	375	95.2	176	44.7	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905186	0	0	0	0	0	0	 	ROGER Q MILLS EL	 	N	N	N	N	N	N	N	N	N	N	N	49	55	468	N	231	35	33	1600	Y	561	23	28	1400	N	316	14	.	12	.	Y	.	14	DALLAS	057	123	29	424	504	493	97.8	210	41.7	I	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905187	0	0	0	0	0	0	 	NANCY MOSELEY EL	 	N	N	N	N	N	N	N	N	N	N	N	70	55	874	Y	610	50	33	1200	Y	600	41	28	1200	Y	489	23	.	12	.	Y	.	23.3	DALLAS	057	109	17.1	636	778	731	94	467	60	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905188	0	0	0	0	0	 	 	MOUNT AUBURN EL	 	N	N	N	N	N	N	N	N	N	N	N	70	55	194	Y	135	37	33	600	Y	219	38	28	400	Y	152	27	.	12	.	Y	.	27	DALLAS	057	70	16.7	420	599	569	95	308	51.4	M	 	DALLAS ISD	057905	03	PK	PK - 03	E	 	 	10	REGION 10: RICHARDSON
057905189	0	0	0	0	0	0	 	CLARA OLIVER EL	 	N	N	N	N	N	N	N	N	N	N	N	54	55	378	N	206	50	33	1600	Y	807	27	28	1600	N	436	17	.	12	.	Y	.	17.3	DALLAS	057	93	30.5	305	384	347	90.4	85	22.1	I	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905190	1	1	1	0	1	0	 	GEORGE PEABODY EL	 	N	N	N	N	N	N	N	N	N	N	N	80	55	556	Y	443	54	33	1200	Y	651	47	28	800	Y	374	36	.	12	.	Y	.	36	DALLAS	057	46	11.4	404	572	550	96.2	254	44.4	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905191	0	0	0	0	0	0	 	ELISHA M PEASE EL	 	N	N	N	N	N	N	N	N	N	N	N	48	55	522	N	251	41	33	800	Y	328	25	28	800	N	201	6	.	12	.	N	.	5.5	DALLAS	057	215	40	538	605	549	90.7	19	3.1	I	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905192	0	1	0	1	1	0	 	JOHN F PEELER EL	 	N	N	N	N	N	N	N	N	N	N	N	69	55	392	Y	269	55	33	1200	Y	661	39	28	800	Y	311	29	.	12	.	Y	.	29	DALLAS	057	50	15.7	319	399	388	97.2	265	66.4	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905193	1	1	1	1	0	1	 	JOHN J PERSHING EL	 	N	N	N	N	N	N	N	N	N	N	N	77	55	497	Y	384	56	33	1200	Y	676	46	28	800	Y	368	37	.	12	.	Y	.	37	DALLAS	057	100	23.5	425	535	517	96.6	321	60	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905194	0	0	0	0	0	0	 	K B POLK CENTER FOR ACADEMICALLY T	 	N	N	N	N	N	N	N	N	N	N	N	66	55	755	Y	495	44	33	1600	Y	696	34	28	1400	Y	469	25	.	12	.	Y	.	25	DALLAS	057	45	10.3	439	575	546	95	280	48.7	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905195	0	0	1	0	1	0	 	PRESTON HOLLOW EL	 	N	N	N	N	N	N	N	N	N	N	N	74	55	387	Y	288	44	33	1200	Y	523	40	28	800	Y	323	34	.	12	.	Y	.	33.5	DALLAS	057	69	21.1	327	430	387	90	281	65.3	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905196	0	0	0	0	0	0	 	J W RAY LEARNING CENTER	 	N	N	N	N	N	N	N	N	N	N	N	54	55	444	N	241	37	33	1200	Y	445	30	28	1200	Y	357	17	.	12	.	Y	.	17.3	DALLAS	057	103	28.9	357	403	384	95.3	24	6	I	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905197	0	0	0	0	0	0	 	JOHN H REAGAN ELEMENTARY SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	62	55	620	Y	385	39	33	1200	Y	472	33	28	800	Y	267	21	.	12	.	Y	.	20.5	DALLAS	057	35	8.6	405	584	553	94.7	431	73.8	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905198	1	1	1	1	1	1	 	MARTHA TURNER REILLY EL	 	N	N	N	N	N	N	N	N	N	N	N	82	55	518	Y	426	55	33	1200	Y	660	52	28	800	Y	419	43	.	12	.	Y	.	43	DALLAS	057	77	17.3	445	517	477	92.3	267	51.6	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905199	0	0	0	0	1	0	 	REINHARDT ELEMENTARY SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	70	55	648	Y	454	44	33	1200	Y	531	38	28	800	Y	306	23	.	12	.	Y	.	23	DALLAS	057	80	15.8	505	642	617	96.1	346	53.9	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905200	1	1	0	1	1	0	 	JOSEPH J RHOADS LEARNING CENTER	 	N	N	N	N	N	N	N	N	N	N	N	67	55	597	Y	401	52	33	1600	Y	834	41	28	1600	Y	655	22	.	12	.	Y	.	22.3	DALLAS	057	154	29.8	516	658	621	94.4	208	31.6	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905201	1	0	1	1	1	1	 	CHARLES RICE LEARNING CENTER	 	N	N	N	N	N	N	N	N	N	N	N	80	55	563	Y	448	50	33	800	Y	396	46	28	800	Y	371	41	.	12	.	Y	.	41	DALLAS	057	83	17.7	468	584	527	90.2	13	2.2	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905202	0	0	0	0	0	0	 	ORAN M ROBERTS EL	 	N	N	N	N	N	N	Y	N	N	N	N	54	55	641	N	343	36	33	1200	Y	432	28	28	800	Y	221	16	.	12	.	Y	.	16	DALLAS	057	.	.	.	648	549	84.7	342	52.8	I	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905203	1	1	0	1	0	0	 	DAN D ROGERS EL	 	N	N	N	N	N	N	N	N	N	N	N	78	55	432	Y	339	58	33	1200	Y	701	44	28	800	Y	353	30	.	12	.	Y	.	30	DALLAS	057	73	18.2	402	508	455	89.6	323	63.6	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905204	0	0	0	0	0	0	 	ROSEMONT ELEMENTARY SCHOOL	 	N	N	N	N	N	N	N	N	N	Y	N	70	55	1057	Y	743	37	33	1200	Y	440	35	28	1600	Y	567	33	.	12	.	Y	.	33.3	DALLAS	057	56	11.6	482	441	330	74.8	175	39.7	M	 	DALLAS ISD	057905	05	03	03 - 05	E	 	 	10	REGION 10: RICHARDSON
057905205	0	0	0	0	0	1	 	CLINTON P RUSSELL EL	 	N	N	N	N	N	N	N	N	N	N	N	63	55	836	Y	525	43	33	1200	Y	515	39	28	1200	Y	467	28	.	12	.	Y	.	28	DALLAS	057	64	10.4	616	754	734	97.3	480	63.7	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905206	0	0	1	1	1	0	 	ALEX SANGER EL	 	N	N	N	N	N	N	N	N	N	N	N	72	55	584	Y	423	51	33	1200	Y	613	41	28	800	Y	325	42	.	12	.	Y	.	41.7	DALLAS	057	90	19.9	453	561	474	84.5	304	54.2	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905207	0	0	0	0	0	0	 	SAN JACINTO EL	 	N	N	N	N	N	N	N	N	N	N	N	64	55	545	Y	351	45	33	1200	Y	541	36	28	1200	Y	432	19	.	12	.	Y	.	19	DALLAS	057	144	23	626	520	511	98.3	340	65.4	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905208	0	0	1	1	1	0	 	SEAGOVILLE EL	 	N	N	N	N	N	N	N	N	N	N	N	73	55	655	Y	481	56	33	1600	Y	901	41	28	2000	Y	825	32	.	12	.	Y	.	31.8	DALLAS	057	118	24.5	481	623	557	89.4	263	42.2	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905209	1	1	1	1	1	0	 	ASCHER SILBERSTEIN EL	 	N	N	N	N	N	N	N	N	N	N	N	76	55	760	Y	579	53	33	1200	Y	637	45	28	800	Y	359	33	.	12	.	Y	.	33	DALLAS	057	91	15	607	783	733	93.6	559	71.4	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905210	1	0	1	1	1	1	 	LESLIE A STEMMONS EL	 	N	N	N	N	N	N	N	N	N	N	N	76	55	960	Y	731	53	33	1200	Y	641	47	28	800	Y	372	37	.	12	.	Y	.	37	DALLAS	057	81	11.9	681	828	797	96.3	499	60.3	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905211	0	0	0	0	0	0	 	STEVENS PARK EL	 	N	N	N	N	N	N	N	N	N	N	N	56	55	755	Y	423	44	33	1200	Y	522	29	28	800	Y	235	19	.	12	.	Y	.	19	DALLAS	057	179	29.1	615	749	706	94.3	459	61.3	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905212	1	0	0	1	1	0	 	HARRY STONE MONTESSORI ACADEMY (ES	 	N	N	N	N	N	N	N	N	N	N	N	84	55	363	Y	306	48	33	1200	Y	581	51	28	1200	Y	614	35	.	12	.	Y	.	34.7	DALLAS	057	9	3	300	339	213	62.8	40	11.8	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905213	1	0	1	1	1	0	 	T G TERRY ELEMENTARY SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	77	55	448	Y	346	52	33	1600	Y	831	45	28	1400	Y	630	35	.	12	.	Y	.	35	DALLAS	057	68	21	324	402	386	96	181	45	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905215	1	1	1	0	1	1	 	R L THORNTON ELEMENTARY SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	76	55	495	Y	378	41	33	800	Y	328	43	28	800	Y	346	26	.	12	.	Y	.	26	DALLAS	057	82	22.2	369	489	465	95.1	18	3.7	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905216	0	0	0	0	0	0	 	EDWARD TITCHE EL	 	N	N	N	N	N	N	N	N	N	N	N	46	55	891	N	406	37	33	1600	Y	598	21	28	1600	N	336	12	.	12	.	Y	.	11.7	DALLAS	057	186	27.2	683	996	961	96.5	389	39.1	I	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905217	1	1	1	1	1	1	 	WILLIAM B TRAVIS ACDMY/VNGRD FOR A	 	N	N	N	N	N	N	N	N	N	N	N	99	55	391	Y	389	65	33	800	Y	519	77	28	1600	Y	1238	92	.	12	.	Y	.	91.7	DALLAS	057	1	0.8	132	132	28	21.2	8	6.1	M	 	DALLAS ISD	057905	05	04	04 - 05	E	 	 	10	REGION 10: RICHARDSON
057905218	0	0	0	0	1	0	 	GEORGE W TRUETT EL	 	N	N	N	N	N	N	N	N	N	N	N	56	55	950	Y	528	47	33	1600	Y	751	28	28	1600	Y	453	17	.	12	.	Y	.	17	DALLAS	057	303	32	948	1047	1007	96.2	448	42.8	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905219	0	1	0	1	0	0	 	ADELLE TURNER EL	 	N	N	N	N	N	N	N	N	N	N	N	62	55	444	Y	275	49	33	800	Y	394	29	28	800	Y	231	19	.	12	.	Y	.	19	DALLAS	057	63	17.8	353	370	300	81.1	18	4.9	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905220	0	0	0	0	0	0	 	MARK TWAIN LEADERSHIP VANGUARD	 	N	N	N	N	N	N	N	N	N	N	N	49	55	378	N	186	34	33	1600	Y	545	27	28	1200	N	329	13	.	12	.	Y	.	13.3	DALLAS	057	128	35.4	362	371	356	96	94	25.3	I	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905222	1	1	1	1	1	0	 	URBAN PARK EL SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	79	55	669	Y	526	60	33	1200	Y	721	47	28	800	Y	377	35	.	12	.	Y	.	34.5	DALLAS	057	81	15.6	519	606	598	98.7	435	71.8	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905224	1	1	1	1	1	0	 	WALNUT HILL EL	 	N	N	N	N	N	N	N	N	N	N	N	88	55	296	Y	261	65	33	1200	Y	779	56	28	800	Y	444	54	.	12	.	Y	.	54	DALLAS	057	29	12.2	237	358	301	84.1	167	46.6	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905225	0	0	0	0	0	0	 	DANIEL WEBSTER EL	 	N	N	N	N	N	N	N	N	N	N	N	62	55	600	Y	370	49	33	1600	Y	777	34	28	1600	Y	544	14	.	12	.	Y	.	14.3	DALLAS	057	200	31.8	629	654	644	98.5	271	41.4	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905226	0	0	0	0	1	0	 	MARTIN WEISS EL	 	N	N	N	N	N	N	N	N	N	N	N	69	55	577	Y	398	44	33	1200	Y	532	38	28	1200	Y	450	20	.	12	.	Y	.	19.7	DALLAS	057	78	17.3	450	532	527	99.1	275	51.7	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905228	0	0	1	0	1	0	 	SUDIE L WILLIAMS ELEMENTARY SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	80	55	279	Y	222	48	33	1200	Y	573	43	28	800	Y	345	34	.	12	.	Y	.	34	DALLAS	057	45	17.7	254	315	296	94	214	67.9	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905229	0	0	1	0	0	0	 	WINNETKA EL SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	76	55	906	Y	686	47	33	1200	Y	568	43	28	800	Y	342	32	.	12	.	Y	.	32	DALLAS	057	44	7.1	621	859	822	95.7	514	59.8	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905230	0	1	0	1	1	0	 	HARRY C WITHERS EL	 	N	N	N	N	N	N	N	N	N	N	N	81	55	463	Y	375	54	33	1600	Y	859	42	28	1600	Y	667	46	.	12	.	Y	.	46.3	DALLAS	057	20	5.8	346	437	233	53.3	186	42.6	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905232	0	0	0	0	1	0	 	EDNA ROWE EL	 	N	N	N	N	N	N	N	N	N	N	N	68	55	545	Y	370	45	33	1600	Y	726	36	28	1200	Y	431	25	.	12	.	Y	.	24.7	DALLAS	057	67	16.1	416	533	486	91.2	271	50.8	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905233	1	1	1	1	1	0	 	NATHAN ADAMS EL	 	N	N	N	N	N	N	N	N	N	N	N	82	55	518	Y	427	53	33	1200	Y	636	48	28	1600	Y	761	44	.	12	.	Y	.	44	DALLAS	057	49	12	408	573	499	87.1	335	58.5	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905234	0	0	0	0	0	0	 	HENRY B GONZALEZ EL	 	N	N	N	N	N	N	N	N	N	N	N	71	55	794	Y	561	50	33	1200	Y	596	40	28	800	Y	317	26	.	12	.	Y	.	26	DALLAS	057	75	12.5	599	689	685	99.4	470	68.2	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905235	1	1	0	0	1	0	 	BIRDIE ALEXANDER EL	 	N	N	N	N	N	N	N	N	N	N	N	73	55	361	Y	264	47	33	800	Y	378	40	28	800	Y	316	17	.	12	.	Y	.	16.5	DALLAS	057	106	27.6	384	381	361	94.8	24	6.3	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905236	0	0	0	0	0	0	 	NANCY J COCHRAN EL	 	N	N	N	N	N	N	N	N	N	N	N	54	55	549	N	294	42	33	1600	Y	669	27	28	1200	N	320	13	.	12	.	Y	.	13.3	DALLAS	057	163	33.9	481	581	547	94.1	277	47.7	I	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905237	0	1	1	0	1	0	 	JOHN W RUNYON EL	 	N	N	N	N	N	N	N	N	N	N	N	72	55	659	Y	473	48	33	1600	Y	770	36	28	1400	Y	502	28	.	12	.	Y	.	28	DALLAS	057	143	23.3	614	733	718	98	417	56.9	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905239	0	0	0	0	0	0	 	ARTURO SALAZAR EL	 	N	N	N	N	N	N	N	N	N	N	N	75	55	890	Y	664	52	33	1200	Y	619	42	28	800	Y	339	28	.	12	.	Y	.	28	DALLAS	057	65	10.3	633	749	729	97.3	451	60.2	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905240	1	0	1	0	0	1	 	FRANK GUZICK EL	 	N	N	N	N	N	N	N	N	N	N	N	75	55	734	Y	554	46	33	1600	Y	739	41	28	1600	Y	652	27	.	12	.	Y	.	27.3	DALLAS	057	243	32.7	744	762	733	96.2	326	42.8	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905241	 	 	 	 	 	 	 	ELEMENTARY' DISCIPLINARY ALTERNATI	 	N	N	N	Y	N	N	N	N	N	N	N	.	55	.	X	.	.	33	0	X	.	.	28	0	X	.	.	.	.	.	X	.	.	DALLAS	057	146	100	146	9	9	100	2	22.2	X	 	DALLAS ISD	057905	05	02	02 - 05	E	 	 	10	REGION 10: RICHARDSON
057905244	0	0	0	0	0	0	 	SEAGOVILLE NORTH EL	 	N	N	N	N	N	N	N	N	N	N	N	63	55	696	Y	441	42	33	1200	Y	499	32	28	1600	Y	517	15	.	12	.	Y	.	14.5	DALLAS	057	145	25.1	578	685	654	95.5	366	53.4	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905247	0	0	0	0	0	0	 	ADELFA BOTELLO CALLEJO EL	 	N	N	N	N	N	N	N	N	N	N	N	66	55	671	Y	441	44	33	1600	Y	698	35	28	1200	Y	418	19	.	12	.	Y	.	18.7	DALLAS	057	120	21.7	553	655	632	96.5	329	50.2	M	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905250	0	1	0	1	1	0	 	WHITNEY M YOUNG JR EL	 	N	N	N	N	N	N	N	N	N	N	N	66	55	663	Y	437	54	33	1600	Y	856	34	28	1600	Y	547	22	.	12	.	Y	.	21.7	DALLAS	057	205	33	622	595	592	99.5	154	25.9	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905260	0	0	0	0	0	0	 	LORENZO DE ZAVALA EL	 	N	N	N	N	N	N	N	N	N	N	N	61	55	397	Y	241	44	33	1200	Y	532	32	28	800	Y	252	17	.	12	.	Y	.	17	DALLAS	057	38	11.7	324	428	418	97.7	250	58.4	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905263	1	0	1	1	1	1	 	J P STARKS ELEMENTARY SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	77	55	361	Y	277	56	33	1600	Y	895	42	28	1600	Y	670	37	.	12	.	Y	.	37.3	DALLAS	057	117	30.7	381	325	312	96	56	17.2	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905264	0	0	0	0	0	0	 	RONALD E MCNAIR EL	 	N	N	N	N	N	N	N	N	N	N	N	47	55	818	N	382	29	33	1400	N	410	24	28	1600	N	381	14	.	12	.	Y	.	13.7	DALLAS	057	329	38.2	861	794	754	95	87	11	I	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905265	1	1	1	1	1	1	 	ELADIO R MARTINEZ LEARNING CENTER	 	N	N	N	N	N	N	N	N	N	N	N	80	55	481	Y	385	57	33	1200	Y	684	48	28	800	Y	385	40	.	12	.	Y	.	40	DALLAS	057	47	12.2	384	501	489	97.6	265	52.9	M	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905266	0	0	0	0	0	0	 	FREDERICK DOUGLASS EL	 	N	N	N	N	N	N	N	N	N	N	N	49	55	497	N	242	39	33	1600	Y	628	27	28	1400	N	376	9	.	12	.	N	.	9.3	DALLAS	057	203	34.2	593	580	562	96.9	220	37.9	I	 	DALLAS ISD	057905	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON
057905268	0	0	0	0	0	0	 	JOHN F KENNEDY LEARNING CENTER	 	N	N	N	N	N	N	N	N	N	N	N	51	55	649	N	329	29	33	1200	N	346	27	28	800	N	217	18	.	12	.	Y	.	17.5	DALLAS	057	87	14.2	612	714	695	97.3	523	73.2	I	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905269	0	0	0	0	0	0	 	ONESIMO HERNANDEZ EL	 	N	N	N	N	N	N	N	N	N	N	N	52	55	326	N	168	39	33	1600	Y	618	26	28	1200	N	316	15	.	12	.	Y	.	15	DALLAS	057	154	37.8	407	388	370	95.4	117	30.2	I	 	DALLAS ISD	057905	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
057905270	0	0	0	0	0	0	 	EDUARDO MATA EL	 	N	N	N	N	N	N	N	N	N	N	N	60	55	594	Y	355	42	33	1200	Y	502	33	28	800	Y	262	22	.	12	.	Y	.	22	DALLAS	057	106	16.2	654	224	213	95.1	136	60.7	M	 	DALLAS ISD	057905	05	04	04 - 05	E	 	 	10	REGION 10: RICHARDSON
